Gene stable ID version	Transcript stable ID version
ENSG00000163491.16	ENST00000429845.6
ENSG00000255587.9	ENST00000612677.6
ENSG00000147475.17	ENST00000519638.3
ENSG00000136891.14	ENST00000374902.9
ENSG00000177853.14	ENST00000624776.3
ENSG00000101203.16	ENST00000358894.10
ENSG00000126062.4	ENST00000266025.4
ENSG00000268089.3	ENST00000598523.3
ENSG00000136938.9	ENST00000339399.5
ENSG00000112078.14	ENST00000373731.7
ENSG00000176988.9	ENST00000370467.8
ENSG00000151151.6	ENST00000373935.4
ENSG00000149516.14	ENST00000278865.8
ENSG00000139209.16	ENST00000266579.9
ENSG00000163673.7	ENST00000636136.1
ENSG00000205177.6	ENST00000379011.4
ENSG00000104219.13	ENST00000262096.13
ENSG00000139160.13	ENST00000357721.3
ENSG00000198785.7	ENST00000361820.6
ENSG00000177674.16	ENST00000314340.10
ENSG00000214652.6	ENST00000456806.3
ENSG00000093010.15	ENST00000361682.11
ENSG00000250305.9	ENST00000524591.7
ENSG00000101204.18	ENST00000370263.9
ENSG00000198157.11	ENST00000358130.7
ENSG00000114349.10	ENST00000232461.8
ENSG00000146670.10	ENST00000275517.8
ENSG00000140694.17	ENST00000437198.7
ENSG00000155833.15	ENST00000374798.8
ENSG00000213341.11	ENST00000370397.8
ENSG00000255073.8	ENST00000389919.8
ENSG00000165030.4	ENST00000297689.4
ENSG00000028310.18	ENST00000467963.6
ENSG00000151743.11	ENST00000281471.11
ENSG00000180644.8	ENST00000441259.2
ENSG00000178950.17	ENST00000314167.9
ENSG00000179344.16	ENST00000434651.6
ENSG00000003987.14	ENST00000180173.10
ENSG00000075213.11	ENST00000265362.9
ENSG00000125863.20	ENST00000347364.7
ENSG00000108242.13	ENST00000285979.11
ENSG00000285508.1	ENST00000609375.1
ENSG00000285723.1	ENST00000649912.1
ENSG00000104044.16	ENST00000354638.8
ENSG00000075914.13	ENST00000265564.8
ENSG00000162572.21	ENST00000379116.10
ENSG00000280709.2	ENST00000628444.1
ENSG00000124942.14	ENST00000378024.9
ENSG00000129680.16	ENST00000316077.14
ENSG00000151224.13	ENST00000372213.8
ENSG00000096395.11	ENST00000430124.7
ENSG00000169154.7	ENST00000307599.5
ENSG00000148948.8	ENST00000528697.6
ENSG00000101210.13	ENST00000217182.6
ENSG00000204086.4	ENST00000373040.4
ENSG00000120057.5	ENST00000266066.4
ENSG00000273238.3	ENST00000610212.3
ENSG00000198889.5	ENST00000371126.3
ENSG00000099889.14	ENST00000263207.8
ENSG00000182890.5	ENST00000328078.3
ENSG00000204291.11	ENST00000375001.8
ENSG00000125534.10	ENST00000370179.8
ENSG00000114378.17	ENST00000395144.7
ENSG00000101928.13	ENST00000370783.8
ENSG00000107864.15	ENST00000265997.5
ENSG00000101213.7	ENST00000542869.3
ENSG00000168300.14	ENST00000522514.6
ENSG00000105784.15	ENST00000338056.7
ENSG00000095209.12	ENST00000374692.8
ENSG00000171467.16	ENST00000361428.3
ENSG00000125531.7	ENST00000370097.2
ENSG00000112902.12	ENST00000382496.10
ENSG00000151445.16	ENST00000557658.6
ENSG00000197837.3	ENST00000539745.1
ENSG00000137288.10	ENST00000607484.6
ENSG00000272442.2	ENST00000505802.1
ENSG00000167995.17	ENST00000378043.9
ENSG00000128829.12	ENST00000263791.10
ENSG00000072840.13	ENST00000264956.11
ENSG00000111186.13	ENST00000397196.7
ENSG00000198894.8	ENST00000361786.7
ENSG00000122126.17	ENST00000371113.9
ENSG00000090905.19	ENST00000395799.8
ENSG00000164970.15	ENST00000651358.1
ENSG00000145506.14	ENST00000296849.10
ENSG00000146701.12	ENST00000315758.10
ENSG00000168515.3	ENST00000306238.3
ENSG00000283378.1	ENST00000636699.1
ENSG00000109606.13	ENST00000336812.5
ENSG00000104765.16	ENST00000380629.7
ENSG00000135436.8	ENST00000257894.2
ENSG00000131668.14	ENST00000253968.11
ENSG00000127527.14	ENST00000455140.7
ENSG00000196715.7	ENST00000360768.5
ENSG00000205857.2	ENST00000382119.1
ENSG00000130589.16	ENST00000467148.1
ENSG00000185716.12	ENST00000542527.7
ENSG00000011114.15	ENST00000334746.10
ENSG00000146122.17	ENST00000274867.9
ENSG00000133138.20	ENST00000357242.10
ENSG00000138190.17	ENST00000260762.10
ENSG00000185963.14	ENST00000356884.11
ENSG00000268916.6	ENST00000599845.3
ENSG00000100593.18	ENST00000342219.9
ENSG00000134028.14	ENST00000256412.8
ENSG00000023734.11	ENST00000419869.7
ENSG00000179152.20	ENST00000342649.9
ENSG00000167371.21	ENST00000358758.12
ENSG00000136810.13	ENST00000374517.6
ENSG00000136273.13	ENST00000258774.10
ENSG00000122870.12	ENST00000373886.8
ENSG00000006125.18	ENST00000610402.5
ENSG00000166206.15	ENST00000311550.10
ENSG00000122863.6	ENST00000373115.5
ENSG00000176532.4	ENST00000319694.3
ENSG00000053747.17	ENST00000313654.14
ENSG00000155254.13	ENST00000285605.8
ENSG00000011347.10	ENST00000539008.6
ENSG00000133131.15	ENST00000355610.9
ENSG00000196284.17	ENST00000371459.6
ENSG00000171608.16	ENST00000377346.9
ENSG00000072954.7	ENST00000187762.7
ENSG00000048471.14	ENST00000566228.6
ENSG00000236446.3	ENST00000371311.4
ENSG00000146085.8	ENST00000274813.4
ENSG00000124900.12	ENST00000449290.6
ENSG00000103550.14	ENST00000219837.12
ENSG00000130300.9	ENST00000252590.9
ENSG00000087302.9	ENST00000261700.8
ENSG00000261649.6	ENST00000567390.6
ENSG00000105141.6	ENST00000427043.4
ENSG00000125885.13	ENST00000610722.4
ENSG00000155959.12	ENST00000286428.7
ENSG00000148795.7	ENST00000369887.4
ENSG00000072832.15	ENST00000324989.12
ENSG00000183597.16	ENST00000327374.9
ENSG00000088356.6	ENST00000202017.6
ENSG00000157654.19	ENST00000374525.5
ENSG00000148942.15	ENST00000396005.8
ENSG00000171729.14	ENST00000376008.3
ENSG00000260903.3	ENST00000562532.3
ENSG00000204131.9	ENST00000633930.1
ENSG00000230031.10	ENST00000454856.4
ENSG00000197892.13	ENST00000524189.6
ENSG00000129534.14	ENST00000310806.9
ENSG00000173157.17	ENST00000389420.8
ENSG00000101331.17	ENST00000452892.3
ENSG00000250423.2	ENST00000402510.2
ENSG00000114388.14	ENST00000232501.8
ENSG00000175262.14	ENST00000377004.8
ENSG00000123933.17	ENST00000337190.7
ENSG00000149021.7	ENST00000278282.3
ENSG00000132141.14	ENST00000314144.10
ENSG00000119614.3	ENST00000261980.3
ENSG00000177875.5	ENST00000316554.5
ENSG00000183696.14	ENST00000395564.9
ENSG00000134146.12	ENST00000256538.9
ENSG00000126861.5	ENST00000247271.5
ENSG00000168172.9	ENST00000307602.9
ENSG00000160117.16	ENST00000404085.7
ENSG00000272602.6	ENST00000610261.6
ENSG00000099899.15	ENST00000252136.12
ENSG00000123496.8	ENST00000243213.2
ENSG00000141404.17	ENST00000334049.11
ENSG00000162571.14	ENST00000379289.6
ENSG00000285547.1	ENST00000648922.1
ENSG00000168301.13	ENST00000404589.8
ENSG00000101337.16	ENST00000398022.7
ENSG00000179938.12	ENST00000567927.1
ENSG00000065613.15	ENST00000369755.4
ENSG00000158109.15	ENST00000378344.7
ENSG00000179913.11	ENST00000318683.7
ENSG00000107242.20	ENST00000265382.8
ENSG00000106605.11	ENST00000265523.9
ENSG00000126003.7	ENST00000246229.5
ENSG00000065308.5	ENST00000182527.4
ENSG00000109625.19	ENST00000360986.9
ENSG00000037637.11	ENST00000375592.8
ENSG00000145555.15	ENST00000513610.6
ENSG00000185290.4	ENST00000329309.4
ENSG00000166923.12	ENST00000651154.1
ENSG00000151320.11	ENST00000280979.9
ENSG00000170456.16	ENST00000389082.10
ENSG00000104613.12	ENST00000397977.8
ENSG00000134758.14	ENST00000261593.8
ENSG00000144566.11	ENST00000273047.9
ENSG00000184163.3	ENST00000330388.2
ENSG00000101346.14	ENST00000375749.8
ENSG00000188277.10	ENST00000344320.8
ENSG00000163993.7	ENST00000296370.4
ENSG00000112079.9	ENST00000229812.8
ENSG00000058600.16	ENST00000299853.10
ENSG00000206113.11	ENST00000635017.1
ENSG00000198547.10	ENST00000608990.6
ENSG00000099194.6	ENST00000370355.3
ENSG00000139874.6	ENST00000267377.3
ENSG00000285382.1	ENST00000646357.1
ENSG00000184060.11	ENST00000330889.8
ENSG00000099901.17	ENST00000430524.6
ENSG00000166068.13	ENST00000299084.9
ENSG00000164822.5	ENST00000297436.3
ENSG00000141434.12	ENST00000269202.11
ENSG00000111405.9	ENST00000422538.8
ENSG00000197119.13	ENST00000359232.8
ENSG00000172738.12	ENST00000357219.4
ENSG00000188375.5	ENST00000340398.5
ENSG00000133398.4	ENST00000255764.4
ENSG00000104671.8	ENST00000221114.8
ENSG00000159337.7	ENST00000290472.4
ENSG00000165138.18	ENST00000353234.5
ENSG00000157259.8	ENST00000287957.5
ENSG00000139146.14	ENST00000337682.9
ENSG00000164237.9	ENST00000296658.4
ENSG00000152953.13	ENST00000282908.10
ENSG00000138316.11	ENST00000373207.2
ENSG00000285269.2	ENST00000643789.1
ENSG00000159423.17	ENST00000375341.8
ENSG00000140323.6	ENST00000267889.5
ENSG00000284283.1	ENST00000638408.1
ENSG00000183826.18	ENST00000481247.6
ENSG00000099904.16	ENST00000334554.12
ENSG00000164647.9	ENST00000297205.7
ENSG00000188647.13	ENST00000340434.5
ENSG00000241935.9	ENST00000370646.9
ENSG00000234409.7	ENST00000439765.4
ENSG00000203942.5	ENST00000370640.5
ENSG00000163132.8	ENST00000382723.5
ENSG00000221914.11	ENST00000380737.8
ENSG00000067177.15	ENST00000373542.9
ENSG00000177463.15	ENST00000425241.5
ENSG00000170950.6	ENST00000304801.6
ENSG00000173039.19	ENST00000406246.8
ENSG00000047578.13	ENST00000261588.9
ENSG00000064102.15	ENST00000261191.12
ENSG00000064490.14	ENST00000303088.9
ENSG00000102383.14	ENST00000373367.8
ENSG00000112149.10	ENST00000379153.4
ENSG00000136859.10	ENST00000373425.8
ENSG00000168334.9	ENST00000340369.4
ENSG00000214686.7	ENST00000667863.2
ENSG00000169306.10	ENST00000378993.6
ENSG00000176231.2	ENST00000322107.1
ENSG00000154978.13	ENST00000285279.10
ENSG00000100629.17	ENST00000555265.6
ENSG00000105708.9	ENST00000344099.4
ENSG00000141979.4	ENST00000409035.1
ENSG00000151552.12	ENST00000281243.10
ENSG00000153443.13	ENST00000283474.12
ENSG00000167778.9	ENST00000301463.9
ENSG00000177485.7	ENST00000557385.2
ENSG00000213694.6	ENST00000358157.3
ENSG00000248905.10	ENST00000616417.5
ENSG00000270617.1	ENST00000603700.1
ENSG00000242732.4	ENST00000609883.1
ENSG00000119632.4	ENST00000238609.4
ENSG00000278023.7	ENST00000620284.5
ENSG00000283486.2	ENST00000637556.1
ENSG00000166167.18	ENST00000370187.8
ENSG00000167210.17	ENST00000642948.1
ENSG00000171262.11	ENST00000397609.6
ENSG00000166959.8	ENST00000300226.7
ENSG00000124275.15	ENST00000440940.7
ENSG00000142599.19	ENST00000400908.7
ENSG00000107447.8	ENST00000371174.5
ENSG00000100084.14	ENST00000263208.5
ENSG00000156920.11	ENST00000394143.6
ENSG00000127415.13	ENST00000514224.2
ENSG00000215217.7	ENST00000399810.7
ENSG00000170266.16	ENST00000307363.10
ENSG00000196126.11	ENST00000360004.5
ENSG00000128965.13	ENST00000617768.5
ENSG00000137392.10	ENST00000259938.7
ENSG00000156689.7	ENST00000287275.6
ENSG00000164975.15	ENST00000380821.7
ENSG00000127586.17	ENST00000262315.14
ENSG00000177981.11	ENST00000317697.8
ENSG00000150667.8	ENST00000350221.4
ENSG00000141314.13	ENST00000269051.9
ENSG00000284873.1	ENST00000646685.1
ENSG00000169020.10	ENST00000304312.5
ENSG00000128191.16	ENST00000351989.8
ENSG00000065491.8	ENST00000373491.3
ENSG00000275954.5	ENST00000620210.1
ENSG00000107438.9	ENST00000329399.7
ENSG00000168078.10	ENST00000301905.9
ENSG00000182256.13	ENST00000615808.5
ENSG00000120500.18	ENST00000307959.9
ENSG00000204711.9	ENST00000377197.8
ENSG00000170891.11	ENST00000307746.9
ENSG00000287585.1	ENST00000653668.1
ENSG00000155961.5	ENST00000369454.4
ENSG00000012660.14	ENST00000304434.11
ENSG00000186310.10	ENST00000373079.4
ENSG00000129173.13	ENST00000250024.9
ENSG00000088305.18	ENST00000328111.6
ENSG00000164626.9	ENST00000359534.4
ENSG00000130299.17	ENST00000324894.13
ENSG00000146221.10	ENST00000371505.5
ENSG00000011021.23	ENST00000346436.11
ENSG00000273611.5	ENST00000617429.5
ENSG00000131669.10	ENST00000375446.5
ENSG00000029993.15	ENST00000325307.12
ENSG00000148468.17	ENST00000378116.9
ENSG00000101367.9	ENST00000375571.6
ENSG00000215375.6	ENST00000400159.6
ENSG00000103522.16	ENST00000337929.8
ENSG00000215529.12	ENST00000400522.8
ENSG00000165244.7	ENST00000375256.5
ENSG00000078246.17	ENST00000448120.7
ENSG00000157570.12	ENST00000520358.7
ENSG00000148158.17	ENST00000374232.8
ENSG00000101000.6	ENST00000216968.5
ENSG00000137309.20	ENST00000311487.9
ENSG00000215912.12	ENST00000401095.8
ENSG00000268790.5	ENST00000593459.5
ENSG00000155275.19	ENST00000389737.5
ENSG00000189180.16	ENST00000432900.7
ENSG00000286105.1	ENST00000497775.1
ENSG00000119707.14	ENST00000261973.12
ENSG00000126005.17	ENST00000456790.2
ENSG00000197217.13	ENST00000358689.9
ENSG00000120952.4	ENST00000240189.2
ENSG00000135447.17	ENST00000257905.13
ENSG00000243073.4	ENST00000235349.6
ENSG00000167971.16	ENST00000343516.8
ENSG00000181896.12	ENST00000592502.2
ENSG00000165507.9	ENST00000298295.4
ENSG00000125966.10	ENST00000246186.8
ENSG00000070010.19	ENST00000263202.15
ENSG00000282034.1	ENST00000380361.7
ENSG00000261582.1	ENST00000444717.1
ENSG00000254772.10	ENST00000329251.5
ENSG00000112130.17	ENST00000373479.9
ENSG00000125998.8	ENST00000374408.4
ENSG00000142615.8	ENST00000359621.5
ENSG00000171160.18	ENST00000307450.11
ENSG00000139173.10	ENST00000266534.8
ENSG00000184471.8	ENST00000328449.6
ENSG00000101353.15	ENST00000417458.5
ENSG00000105641.4	ENST00000222248.4
ENSG00000131724.11	ENST00000371666.8
ENSG00000257987.6	ENST00000548380.6
ENSG00000031691.7	ENST00000335783.4
ENSG00000215704.10	ENST00000375910.8
ENSG00000180806.5	ENST00000303450.5
ENSG00000160746.13	ENST00000292246.8
ENSG00000147246.10	ENST00000276198.6
ENSG00000176225.15	ENST00000640769.2
ENSG00000148834.13	ENST00000369713.10
ENSG00000074855.11	ENST00000159087.7
ENSG00000170540.15	ENST00000304414.12
ENSG00000151229.13	ENST00000280871.9
ENSG00000258674.5	ENST00000555938.1
ENSG00000132405.19	ENST00000409757.9
ENSG00000179919.3	ENST00000326258.1
ENSG00000165879.9	ENST00000371021.5
ENSG00000065526.12	ENST00000375759.8
ENSG00000158560.14	ENST00000324972.10
ENSG00000175756.13	ENST00000338370.7
ENSG00000147231.14	ENST00000372548.9
ENSG00000204019.5	ENST00000371894.5
ENSG00000105058.12	ENST00000263384.12
ENSG00000169676.6	ENST00000304374.4
ENSG00000196072.12	ENST00000370372.7
ENSG00000256771.4	ENST00000589717.2
ENSG00000124813.23	ENST00000647337.2
ENSG00000165886.5	ENST00000370664.4
ENSG00000164808.17	ENST00000297423.9
ENSG00000133958.13	ENST00000555664.5
ENSG00000118705.17	ENST00000237530.11
ENSG00000161896.12	ENST00000293756.5
ENSG00000272391.6	ENST00000615331.5
ENSG00000133687.16	ENST00000539277.6
ENSG00000197641.12	ENST00000344731.10
ENSG00000157916.20	ENST00000605895.6
ENSG00000139971.15	ENST00000267485.7
ENSG00000213462.5	ENST00000394323.3
ENSG00000165813.20	ENST00000369287.8
ENSG00000196748.10	ENST00000403376.4
ENSG00000077238.14	ENST00000395762.7
ENSG00000180116.15	ENST00000324616.9
ENSG00000169862.19	ENST00000304623.13
ENSG00000170092.14	ENST00000455862.6
ENSG00000146243.14	ENST00000369940.7
ENSG00000198053.12	ENST00000358771.5
ENSG00000172575.12	ENST00000310803.10
ENSG00000111704.11	ENST00000229307.9
ENSG00000120053.12	ENST00000370508.7
ENSG00000281348.1	ENST00000562285.1
ENSG00000112624.12	ENST00000314073.9
ENSG00000165644.11	ENST00000372538.8
ENSG00000055955.17	ENST00000266041.9
ENSG00000165973.19	ENST00000357134.10
ENSG00000105829.13	ENST00000222547.8
ENSG00000206073.11	ENST00000341074.10
ENSG00000157881.16	ENST00000378466.9
ENSG00000119986.7	ENST00000370626.4
ENSG00000093009.11	ENST00000263201.7
ENSG00000070367.16	ENST00000621441.5
ENSG00000169193.12	ENST00000307471.8
ENSG00000119929.13	ENST00000370476.10
ENSG00000255508.7	ENST00000496634.2
ENSG00000196636.8	ENST00000432641.3
ENSG00000171044.11	ENST00000416569.3
ENSG00000206072.13	ENST00000544088.6
ENSG00000187581.3	ENST00000342144.3
ENSG00000148950.11	ENST00000532287.6
ENSG00000080603.17	ENST00000262518.9
ENSG00000105393.16	ENST00000598188.6
ENSG00000170113.16	ENST00000337435.9
ENSG00000285880.1	ENST00000647937.1
ENSG00000116213.16	ENST00000270708.12
ENSG00000100811.14	ENST00000262238.10
ENSG00000147437.10	ENST00000421054.7
ENSG00000273173.5	ENST00000577949.5
ENSG00000141127.15	ENST00000268835.7
ENSG00000178093.14	ENST00000585580.4
ENSG00000134812.8	ENST00000257248.3
ENSG00000145569.6	ENST00000274217.4
ENSG00000205029.1	ENST00000378396.1
ENSG00000255393.2	ENST00000642343.1
ENSG00000186010.19	ENST00000507754.9
ENSG00000124939.6	ENST00000244930.6
ENSG00000176971.4	ENST00000318627.4
ENSG00000057149.16	ENST00000283752.10
ENSG00000119720.18	ENST00000354366.8
ENSG00000159788.19	ENST00000336727.7
ENSG00000149636.16	ENST00000373750.9
ENSG00000184702.20	ENST00000455784.7
ENSG00000122882.11	ENST00000372979.9
ENSG00000130287.14	ENST00000252575.11
ENSG00000130584.12	ENST00000245663.9
ENSG00000163520.14	ENST00000404922.8
ENSG00000243716.10	ENST00000424340.5
ENSG00000128917.8	ENST00000249749.7
ENSG00000141431.13	ENST00000269197.12
ENSG00000197818.12	ENST00000361573.3
ENSG00000284874.1	ENST00000455843.5
ENSG00000203618.6	ENST00000366425.4
ENSG00000274933.5	ENST00000621034.1
ENSG00000166450.13	ENST00000389286.9
ENSG00000276023.5	ENST00000617516.5
ENSG00000107742.13	ENST00000373109.7
ENSG00000213445.10	ENST00000534313.6
ENSG00000127463.15	ENST00000477853.6
ENSG00000125814.17	ENST00000377026.4
ENSG00000178690.4	ENST00000648945.2
ENSG00000089737.17	ENST00000621632.5
ENSG00000185838.14	ENST00000329517.11
ENSG00000183128.7	ENST00000369783.4
ENSG00000197302.10	ENST00000398696.3
ENSG00000278848.2	ENST00000617705.1
ENSG00000215012.9	ENST00000328554.9
ENSG00000055957.11	ENST00000273283.7
ENSG00000040608.14	ENST00000043402.8
ENSG00000110717.13	ENST00000313468.10
ENSG00000168675.19	ENST00000359446.10
ENSG00000105705.16	ENST00000247001.10
ENSG00000197969.14	ENST00000360280.8
ENSG00000205476.9	ENST00000380243.9
ENSG00000128185.10	ENST00000248879.8
ENSG00000152969.20	ENST00000409021.9
ENSG00000173621.9	ENST00000309602.5
ENSG00000111371.16	ENST00000398637.10
ENSG00000013364.19	ENST00000357402.10
ENSG00000197745.3	ENST00000358585.3
ENSG00000132437.18	ENST00000444124.7
ENSG00000113569.16	ENST00000231498.8
ENSG00000170871.12	ENST00000307659.6
ENSG00000005156.12	ENST00000378526.9
ENSG00000197565.16	ENST00000334504.12
ENSG00000051180.17	ENST00000267868.8
ENSG00000183580.10	ENST00000504595.2
ENSG00000215187.12	ENST00000399742.7
ENSG00000175548.9	ENST00000308742.9
ENSG00000064489.23	ENST00000514819.7
ENSG00000164715.6	ENST00000297293.6
ENSG00000256797.1	ENST00000535540.1
ENSG00000078747.16	ENST00000374864.10
ENSG00000178449.9	ENST00000550487.6
ENSG00000277972.2	ENST00000613478.2
ENSG00000259680.5	ENST00000569103.2
ENSG00000159251.8	ENST00000290378.6
ENSG00000123975.5	ENST00000314355.7
ENSG00000203926.5	ENST00000370518.4
ENSG00000105122.13	ENST00000343625.12
ENSG00000164236.12	ENST00000296657.7
ENSG00000278845.5	ENST00000613675.5
ENSG00000124678.20	ENST00000311875.11
ENSG00000023318.8	ENST00000262455.7
ENSG00000109684.15	ENST00000226951.11
ENSG00000129315.11	ENST00000261900.8
ENSG00000136932.14	ENST00000375119.8
ENSG00000105750.15	ENST00000328178.13
ENSG00000172939.9	ENST00000311806.8
ENSG00000160229.13	ENST00000344519.10
ENSG00000101311.16	ENST00000217289.9
ENSG00000087095.13	ENST00000407008.8
ENSG00000091651.9	ENST00000219097.7
ENSG00000165072.10	ENST00000377182.5
ENSG00000163956.13	ENST00000650182.1
ENSG00000183632.14	ENST00000569420.1
ENSG00000188056.12	ENST00000341495.7
ENSG00000119318.13	ENST00000358015.8
ENSG00000105072.9	ENST00000221671.8
ENSG00000030110.13	ENST00000374467.4
ENSG00000080823.23	ENST00000361847.7
ENSG00000124194.17	ENST00000342560.10
ENSG00000106785.15	ENST00000341469.7
ENSG00000112309.11	ENST00000230053.11
ENSG00000112167.10	ENST00000229903.5
ENSG00000171954.13	ENST00000269703.8
ENSG00000052749.14	ENST00000370992.9
ENSG00000152582.14	ENST00000356031.8
ENSG00000213231.13	ENST00000340722.8
ENSG00000169155.10	ENST00000373464.5
ENSG00000120915.14	ENST00000521400.6
ENSG00000171208.10	ENST00000562435.6
ENSG00000008056.14	ENST00000295987.13
ENSG00000177613.9	ENST00000331173.6
ENSG00000171462.15	ENST00000372488.8
ENSG00000187866.10	ENST00000394264.7
ENSG00000275034.2	ENST00000611321.1
ENSG00000079974.18	ENST00000395598.7
ENSG00000009950.16	ENST00000313375.8
ENSG00000164076.17	ENST00000477224.6
ENSG00000250067.12	ENST00000514277.6
ENSG00000089177.19	ENST00000354981.7
ENSG00000180628.15	ENST00000336126.6
ENSG00000185158.12	ENST00000327564.11
ENSG00000096401.8	ENST00000371477.4
ENSG00000126767.18	ENST00000376983.8
ENSG00000122547.11	ENST00000242108.9
ENSG00000196663.16	ENST00000359520.12
ENSG00000177409.12	ENST00000318238.9
ENSG00000161911.11	ENST00000426005.6
ENSG00000126756.12	ENST00000335890.3
ENSG00000197122.12	ENST00000373578.7
ENSG00000172156.4	ENST00000305869.4
ENSG00000258461.5	ENST00000495723.1
ENSG00000130307.12	ENST00000252597.8
ENSG00000048707.15	ENST00000620676.6
ENSG00000241149.3	ENST00000330020.4
ENSG00000087266.17	ENST00000503393.8
ENSG00000213390.11	ENST00000358531.9
ENSG00000136944.19	ENST00000373474.9
ENSG00000256229.8	ENST00000335117.9
ENSG00000100764.14	ENST00000261303.13
ENSG00000095380.11	ENST00000210444.6
ENSG00000038382.20	ENST00000344204.9
ENSG00000102265.12	ENST00000218388.9
ENSG00000197124.12	ENST00000397165.7
ENSG00000134014.17	ENST00000256398.13
ENSG00000166171.13	ENST00000370151.9
ENSG00000275832.5	ENST00000622683.5
ENSG00000164746.14	ENST00000348904.4
ENSG00000125384.7	ENST00000245457.6
ENSG00000269095.1	ENST00000594059.1
ENSG00000158748.4	ENST00000289753.2
ENSG00000166734.20	ENST00000299957.11
ENSG00000137221.14	ENST00000372449.5
ENSG00000188171.16	ENST00000601440.6
ENSG00000275152.5	ENST00000611905.2
ENSG00000071127.17	ENST00000499869.7
ENSG00000108688.11	ENST00000378569.2
ENSG00000159433.12	ENST00000290607.12
ENSG00000186472.20	ENST00000333891.14
ENSG00000275385.2	ENST00000616054.2
ENSG00000130762.15	ENST00000378378.9
ENSG00000101150.18	ENST00000346249.9
ENSG00000163808.17	ENST00000326047.9
ENSG00000188676.13	ENST00000502986.2
ENSG00000275718.2	ENST00000617897.2
ENSG00000140320.12	ENST00000416165.6
ENSG00000085872.15	ENST00000546361.7
ENSG00000136848.17	ENST00000408936.7
ENSG00000166444.19	ENST00000313726.11
ENSG00000187144.11	ENST00000335496.5
ENSG00000124490.14	ENST00000339139.5
ENSG00000162444.12	ENST00000294435.8
ENSG00000113492.14	ENST00000231420.11
ENSG00000279169.3	ENST00000625019.3
ENSG00000180758.12	ENST00000377411.5
ENSG00000088543.15	ENST00000357203.8
ENSG00000169139.12	ENST00000523111.7
ENSG00000013573.17	ENST00000542838.6
ENSG00000185634.12	ENST00000332408.9
ENSG00000168273.8	ENST00000477703.6
ENSG00000286131.1	ENST00000652575.1
ENSG00000114383.10	ENST00000232496.5
ENSG00000101251.13	ENST00000284951.10
ENSG00000166169.17	ENST00000370162.8
ENSG00000184677.18	ENST00000375647.5
ENSG00000182979.18	ENST00000331320.12
ENSG00000168575.10	ENST00000520262.6
ENSG00000103544.15	ENST00000417362.7
ENSG00000105726.17	ENST00000357324.11
ENSG00000141738.14	ENST00000309156.9
ENSG00000147130.14	ENST00000314425.9
ENSG00000270136.6	ENST00000602384.5
ENSG00000168061.17	ENST00000652489.1
ENSG00000169744.13	ENST00000304523.10
ENSG00000144724.20	ENST00000474889.6
ENSG00000275688.4	ENST00000616694.1
ENSG00000160352.16	ENST00000456283.7
ENSG00000165669.14	ENST00000369183.9
ENSG00000197020.11	ENST00000358296.11
ENSG00000147166.11	ENST00000373829.8
ENSG00000196470.12	ENST00000394725.3
ENSG00000183921.7	ENST00000602312.2
ENSG00000165502.7	ENST00000298289.7
ENSG00000104611.12	ENST00000265807.8
ENSG00000160161.9	ENST00000291495.5
ENSG00000132879.14	ENST00000251547.10
ENSG00000123094.15	ENST00000542865.5
ENSG00000110107.9	ENST00000227524.9
ENSG00000107829.15	ENST00000331272.9
ENSG00000187545.5	ENST00000235347.4
ENSG00000105717.14	ENST00000251203.14
ENSG00000069345.12	ENST00000317089.10
ENSG00000170927.15	ENST00000371117.8
ENSG00000184470.21	ENST00000400521.7
ENSG00000019995.6	ENST00000359653.4
ENSG00000239810.3	ENST00000619922.1
ENSG00000155265.11	ENST00000370602.6
ENSG00000071537.14	ENST00000336735.9
ENSG00000176102.13	ENST00000323959.9
ENSG00000125991.20	ENST00000348547.7
ENSG00000146166.17	ENST00000370657.9
ENSG00000270316.1	ENST00000299353.6
ENSG00000120889.13	ENST00000276431.9
ENSG00000198018.7	ENST00000370489.5
ENSG00000013288.9	ENST00000285599.8
ENSG00000067365.15	ENST00000381920.8
ENSG00000105662.16	ENST00000321949.13
ENSG00000206579.9	ENST00000327381.7
ENSG00000116731.22	ENST00000413440.5
ENSG00000092531.10	ENST00000249647.8
ENSG00000168993.15	ENST00000304062.11
ENSG00000134294.14	ENST00000256689.10
ENSG00000116721.9	ENST00000332296.7
ENSG00000184635.16	ENST00000343769.6
ENSG00000147162.14	ENST00000373719.8
ENSG00000233041.8	ENST00000448599.2
ENSG00000158901.12	ENST00000289953.3
ENSG00000183260.7	ENST00000369916.5
ENSG00000164327.13	ENST00000357387.8
ENSG00000132671.6	ENST00000255008.5
ENSG00000186810.8	ENST00000373693.4
ENSG00000155330.10	ENST00000285697.9
ENSG00000129933.21	ENST00000262815.13
ENSG00000156414.19	ENST00000409874.9
ENSG00000155962.13	ENST00000369449.7
ENSG00000283740.1	ENST00000510838.2
ENSG00000277745.1	ENST00000615853.1
ENSG00000182836.10	ENST00000377801.8
ENSG00000197548.12	ENST00000354449.7
ENSG00000140299.13	ENST00000607373.6
ENSG00000275778.2	ENST00000535024.6
ENSG00000185973.12	ENST00000334398.8
ENSG00000100987.15	ENST00000376709.9
ENSG00000168939.12	ENST00000675360.1
ENSG00000187735.14	ENST00000521604.7
ENSG00000196730.13	ENST00000408954.8
ENSG00000205765.9	ENST00000381647.7
