Gene stable ID version	Transcript stable ID version
ENSG00000104731.14	ENST00000270583.10
ENSG00000034693.15	ENST00000367591.5
ENSG00000175213.3	ENST00000311764.3
ENSG00000099954.19	ENST00000342247.10
ENSG00000148346.12	ENST00000277480.7
ENSG00000144837.9	ENST00000273371.9
ENSG00000171159.5	ENST00000372994.2
ENSG00000189221.10	ENST00000338702.4
ENSG00000162599.17	ENST00000403491.8
ENSG00000106086.20	ENST00000449726.6
ENSG00000011485.15	ENST00000012443.9
ENSG00000170837.3	ENST00000304411.3
ENSG00000156467.10	ENST00000287022.10
ENSG00000163138.19	ENST00000503585.6
ENSG00000163424.9	ENST00000295622.6
ENSG00000025156.13	ENST00000368455.9
ENSG00000269955.2	ENST00000541515.3
ENSG00000240563.2	ENST00000498273.2
ENSG00000284773.1	ENST00000417456.1
ENSG00000182809.11	ENST00000329146.9
ENSG00000108798.9	ENST00000225941.6
ENSG00000022277.13	ENST00000357348.10
ENSG00000278570.5	ENST00000617575.5
ENSG00000124091.9	ENST00000617620.1
ENSG00000117862.13	ENST00000371626.9
ENSG00000225190.11	ENST00000430334.8
ENSG00000137251.16	ENST00000259782.9
ENSG00000189233.12	ENST00000413272.7
ENSG00000124103.10	ENST00000371328.5
ENSG00000213714.1	ENST00000371325.1
ENSG00000275395.6	ENST00000616721.6
ENSG00000168830.8	ENST00000305344.7
ENSG00000105967.16	ENST00000265440.12
ENSG00000087589.17	ENST00000679887.1
ENSG00000171234.14	ENST00000305231.12
ENSG00000115464.15	ENST00000398571.7
ENSG00000104341.17	ENST00000521545.7
ENSG00000164199.18	ENST00000405460.9
ENSG00000173714.8	ENST00000311378.5
ENSG00000112837.17	ENST00000369663.10
ENSG00000221869.5	ENST00000408965.4
ENSG00000165076.14	ENST00000350549.8
ENSG00000146386.8	ENST00000367660.4
ENSG00000104783.14	ENST00000648319.1
ENSG00000165066.13	ENST00000518699.4
ENSG00000108960.9	ENST00000262065.8
ENSG00000095970.17	ENST00000373113.8
ENSG00000101247.18	ENST00000378106.10
ENSG00000162551.14	ENST00000374840.8
ENSG00000268083.5	ENST00000594769.5
ENSG00000147432.7	ENST00000289957.3
ENSG00000116035.4	ENST00000234392.3
ENSG00000159202.18	ENST00000360943.10
ENSG00000014824.14	ENST00000264451.12
ENSG00000152578.13	ENST00000282499.10
ENSG00000198083.9	ENST00000394008.1
ENSG00000034239.11	ENST00000262103.8
ENSG00000180613.11	ENST00000326902.7
ENSG00000143971.9	ENST00000272342.6
ENSG00000183431.12	ENST00000373019.5
ENSG00000152518.8	ENST00000282388.4
ENSG00000061656.11	ENST00000374273.8
ENSG00000198961.10	ENST00000361189.7
ENSG00000240403.5	ENST00000326321.7
ENSG00000104312.8	ENST00000220751.5
ENSG00000183773.16	ENST00000440238.4
ENSG00000099337.5	ENST00000263372.5
ENSG00000196591.12	ENST00000519065.6
ENSG00000169174.11	ENST00000302118.5
ENSG00000106049.9	ENST00000265395.7
ENSG00000184459.9	ENST00000300399.8
ENSG00000235631.2	ENST00000434824.2
ENSG00000124201.15	ENST00000396105.6
ENSG00000168818.10	ENST00000306200.7
ENSG00000131115.16	ENST00000313040.12
ENSG00000243725.7	ENST00000371281.4
ENSG00000214595.12	ENST00000356458.7
ENSG00000085224.23	ENST00000373344.11
ENSG00000100767.17	ENST00000644200.2
ENSG00000214050.8	ENST00000380254.7
ENSG00000187741.15	ENST00000389301.8
ENSG00000157107.14	ENST00000430046.7
ENSG00000100258.18	ENST00000474879.7
ENSG00000116985.12	ENST00000372827.8
ENSG00000141367.12	ENST00000269122.8
ENSG00000172955.17	ENST00000394899.6
ENSG00000213626.13	ENST00000395323.9
ENSG00000170632.14	ENST00000323716.8
ENSG00000163440.12	ENST00000295645.9
ENSG00000189120.5	ENST00000536300.2
ENSG00000134716.11	ENST00000371204.4
ENSG00000243317.8	ENST00000507606.3
ENSG00000171872.5	ENST00000372299.4
ENSG00000124171.9	ENST00000371610.7
ENSG00000184304.16	ENST00000331968.11
ENSG00000171103.11	ENST00000306108.10
ENSG00000196914.9	ENST00000397843.7
ENSG00000083750.13	ENST00000374941.9
ENSG00000164934.14	ENST00000612750.5
ENSG00000162407.9	ENST00000371250.4
ENSG00000116031.9	ENST00000410009.5
ENSG00000124391.5	ENST00000244241.5
ENSG00000101842.14	ENST00000217957.10
ENSG00000186431.19	ENST00000355524.8
ENSG00000156140.10	ENST00000286657.10
ENSG00000180543.5	ENST00000322128.5
ENSG00000156486.8	ENST00000287042.5
ENSG00000004534.15	ENST00000266022.9
ENSG00000101126.18	ENST00000621696.5
ENSG00000204983.14	ENST00000311737.12
ENSG00000243667.7	ENST00000295121.11
ENSG00000156298.13	ENST00000378482.7
ENSG00000169218.14	ENST00000356545.7
ENSG00000124217.5	ENST00000244051.3
ENSG00000163877.11	ENST00000296215.8
ENSG00000259571.2	ENST00000560104.2
ENSG00000158805.12	ENST00000443381.7
ENSG00000197561.7	ENST00000263621.2
ENSG00000136449.15	ENST00000323776.11
ENSG00000173418.12	ENST00000334982.9
ENSG00000059378.13	ENST00000263549.8
ENSG00000102003.11	ENST00000263233.9
ENSG00000025770.19	ENST00000420993.7
ENSG00000157184.7	ENST00000371486.4
ENSG00000138483.3	ENST00000261058.3
ENSG00000164038.16	ENST00000394785.9
ENSG00000133739.16	ENST00000360375.8
ENSG00000134982.17	ENST00000257430.9
ENSG00000197446.9	ENST00000331105.7
ENSG00000103264.18	ENST00000311635.12
ENSG00000126759.14	ENST00000396992.8
ENSG00000162927.14	ENST00000316752.11
ENSG00000284194.3	ENST00000395693.8
ENSG00000167182.15	ENST00000376741.5
ENSG00000173011.12	ENST00000310074.8
ENSG00000175745.14	ENST00000327111.8
ENSG00000168589.15	ENST00000305904.11
ENSG00000159871.15	ENST00000377950.8
ENSG00000167910.4	ENST00000301645.4
ENSG00000175895.4	ENST00000315367.4
ENSG00000163606.11	ENST00000308611.8
ENSG00000083812.12	ENST00000196482.4
ENSG00000262874.2	ENST00000574814.2
ENSG00000128567.17	ENST00000378555.8
ENSG00000105507.3	ENST00000293255.3
ENSG00000152208.13	ENST00000282020.9
ENSG00000180398.13	ENST00000319466.9
ENSG00000154144.13	ENST00000441174.8
ENSG00000168028.14	ENST00000301821.11
ENSG00000198815.9	ENST00000361346.6
ENSG00000154146.13	ENST00000284292.11
ENSG00000178852.16	ENST00000331493.7
ENSG00000169116.11	ENST00000307428.7
ENSG00000126870.16	ENST00000407559.8
ENSG00000170606.15	ENST00000304858.7
ENSG00000101343.15	ENST00000536226.2
ENSG00000164944.12	ENST00000297591.10
ENSG00000169836.5	ENST00000304883.3
ENSG00000163814.8	ENST00000296129.6
ENSG00000243147.8	ENST00000296102.8
ENSG00000066629.18	ENST00000262233.11
ENSG00000197385.6	ENST00000360311.5
ENSG00000148498.16	ENST00000374788.8
ENSG00000132669.14	ENST00000255006.12
ENSG00000178015.5	ENST00000380007.3
ENSG00000133606.11	ENST00000255977.7
ENSG00000025708.14	ENST00000252029.8
ENSG00000163624.6	ENST00000295887.6
ENSG00000186854.11	ENST00000409520.7
ENSG00000176732.7	ENST00000313213.5
ENSG00000156411.10	ENST00000286953.8
ENSG00000151576.10	ENST00000281273.8
ENSG00000130487.9	ENST00000648057.3
ENSG00000217442.4	ENST00000406915.4
ENSG00000101236.17	ENST00000358395.11
ENSG00000155530.3	ENST00000645682.1
ENSG00000105419.18	ENST00000558555.6
ENSG00000102974.16	ENST00000264010.10
ENSG00000121594.12	ENST00000264246.8
ENSG00000029363.17	ENST00000531224.6
ENSG00000115363.14	ENST00000393913.8
ENSG00000188883.5	ENST00000340940.5
ENSG00000188554.15	ENST00000590996.6
ENSG00000148337.21	ENST00000372938.10
ENSG00000134744.14	ENST00000257177.9
ENSG00000080824.19	ENST00000216281.13
ENSG00000196867.8	ENST00000301318.8
ENSG00000174738.13	ENST00000312521.9
ENSG00000051523.11	ENST00000261623.8
ENSG00000286221.1	ENST00000650780.1
ENSG00000161649.13	ENST00000317310.5
ENSG00000188508.11	ENST00000338897.4
ENSG00000145794.17	ENST00000503335.7
ENSG00000148814.18	ENST00000368614.8
ENSG00000088833.18	ENST00000216879.9
ENSG00000177558.3	ENST00000324675.3
ENSG00000161594.7	ENST00000293303.5
ENSG00000162437.14	ENST00000294428.7
ENSG00000283039.1	ENST00000634670.1
ENSG00000171222.11	ENST00000305978.7
ENSG00000184292.7	ENST00000371225.4
ENSG00000181965.6	ENST00000314744.6
ENSG00000187140.6	ENST00000371116.4
ENSG00000100867.15	ENST00000250383.11
ENSG00000159618.16	ENST00000349457.8
ENSG00000171813.14	ENST00000305233.6
ENSG00000064205.11	ENST00000190983.5
ENSG00000164400.6	ENST00000296871.4
ENSG00000197275.14	ENST00000336148.10
ENSG00000205560.13	ENST00000312108.12
ENSG00000143889.16	ENST00000449105.8
ENSG00000153064.12	ENST00000322953.9
ENSG00000112118.20	ENST00000596288.7
ENSG00000134333.14	ENST00000422447.8
ENSG00000176571.12	ENST00000518476.6
ENSG00000112299.8	ENST00000367928.5
ENSG00000127955.17	ENST00000649796.2
ENSG00000141012.13	ENST00000268695.10
ENSG00000119655.11	ENST00000555619.6
ENSG00000138722.10	ENST00000264790.7
ENSG00000254413.8	ENST00000453634.5
ENSG00000133574.10	ENST00000255945.4
ENSG00000188050.3	ENST00000340112.3
ENSG00000167110.18	ENST00000611957.4
ENSG00000128607.14	ENST00000335420.10
ENSG00000156162.16	ENST00000414645.6
ENSG00000138678.11	ENST00000264409.5
ENSG00000168890.14	ENST00000334462.10
ENSG00000155324.10	ENST00000285689.8
ENSG00000184178.16	ENST00000401642.8
ENSG00000175854.14	ENST00000419867.7
ENSG00000186409.18	ENST00000668663.1
ENSG00000170381.14	ENST00000643230.2
ENSG00000100288.20	ENST00000406938.3
ENSG00000077150.20	ENST00000661543.1
ENSG00000239605.11	ENST00000445927.7
ENSG00000100603.14	ENST00000261531.12
ENSG00000167112.10	ENST00000372890.6
ENSG00000174796.12	ENST00000311638.7
ENSG00000103335.22	ENST00000301015.14
ENSG00000211448.13	ENST00000438257.9
ENSG00000142512.15	ENST00000339313.10
ENSG00000109220.11	ENST00000263921.8
ENSG00000008735.14	ENST00000329492.6
ENSG00000162595.7	ENST00000370981.3
ENSG00000080822.17	ENST00000341181.11
ENSG00000101336.18	ENST00000375852.5
ENSG00000145354.12	ENST00000273986.10
ENSG00000167113.11	ENST00000300452.8
ENSG00000013523.11	ENST00000251089.8
ENSG00000059915.17	ENST00000020673.6
ENSG00000168748.14	ENST00000338437.7
ENSG00000115484.15	ENST00000394440.8
ENSG00000164032.12	ENST00000296417.6
ENSG00000171357.6	ENST00000371980.4
ENSG00000179454.14	ENST00000396128.9
ENSG00000189430.13	ENST00000291890.9
ENSG00000107874.11	ENST00000369937.5
ENSG00000113595.15	ENST00000231524.14
ENSG00000162385.11	ENST00000371470.8
ENSG00000115946.8	ENST00000263657.7
ENSG00000128578.10	ENST00000249344.7
ENSG00000167114.13	ENST00000300456.5
ENSG00000197016.12	ENST00000330619.13
ENSG00000120055.7	ENST00000625129.1
ENSG00000006377.11	ENST00000518156.3
ENSG00000169288.18	ENST00000315567.13
ENSG00000196091.15	ENST00000361466.7
ENSG00000127928.13	ENST00000248572.10
ENSG00000083828.16	ENST00000396154.7
ENSG00000138111.14	ENST00000238936.8
ENSG00000167118.11	ENST00000372853.9
ENSG00000164588.8	ENST00000303230.6
ENSG00000112414.15	ENST00000367609.8
ENSG00000138107.13	ENST00000369905.9
ENSG00000105679.9	ENST00000222286.9
ENSG00000100299.18	ENST00000216124.10
ENSG00000129596.5	ENST00000250535.5
ENSG00000172461.11	ENST00000302103.6
ENSG00000131143.10	ENST00000253452.8
ENSG00000124228.15	ENST00000618172.5
ENSG00000124357.13	ENST00000244204.11
ENSG00000101181.18	ENST00000370823.8
ENSG00000159917.17	ENST00000291182.9
ENSG00000163933.10	ENST00000296292.8
ENSG00000107562.16	ENST00000374426.6
ENSG00000111906.18	ENST00000398153.7
ENSG00000241224.8	ENST00000622536.6
ENSG00000086015.22	ENST00000361297.7
ENSG00000206140.12	ENST00000536718.3
ENSG00000196578.4	ENST00000358642.2
ENSG00000189283.10	ENST00000492590.6
ENSG00000164485.15	ENST00000296980.7
ENSG00000137642.13	ENST00000260197.12
ENSG00000188580.15	ENST00000368417.6
ENSG00000168906.13	ENST00000306434.8
ENSG00000188820.13	ENST00000368605.3
ENSG00000167123.19	ENST00000372838.9
ENSG00000122861.16	ENST00000372764.4
ENSG00000059758.8	ENST00000261211.8
ENSG00000187244.12	ENST00000270233.12
ENSG00000203756.8	ENST00000368143.6
ENSG00000100228.14	ENST00000263116.8
ENSG00000086696.11	ENST00000199936.9
ENSG00000148680.16	ENST00000336152.8
ENSG00000189060.6	ENST00000340857.4
ENSG00000206530.11	ENST00000393845.9
ENSG00000184113.10	ENST00000618236.2
ENSG00000184949.18	ENST00000535113.7
ENSG00000112175.8	ENST00000370830.4
ENSG00000148677.7	ENST00000371697.4
ENSG00000204941.14	ENST00000342951.11
ENSG00000168143.9	ENST00000306858.8
ENSG00000006210.7	ENST00000006053.7
ENSG00000144746.7	ENST00000273258.4
ENSG00000164318.18	ENST00000322350.10
ENSG00000119725.20	ENST00000555044.6
ENSG00000011590.14	ENST00000392197.7
ENSG00000124562.10	ENST00000244520.10
ENSG00000118508.5	ENST00000367495.4
ENSG00000153774.9	ENST00000283882.4
ENSG00000196335.13	ENST00000355870.8
ENSG00000123500.10	ENST00000651968.1
ENSG00000196323.14	ENST00000357899.9
ENSG00000166126.11	ENST00000299155.10
ENSG00000145348.17	ENST00000394708.7
ENSG00000104517.13	ENST00000520539.6
ENSG00000119048.8	ENST00000265339.7
ENSG00000215301.11	ENST00000644876.2
ENSG00000184588.18	ENST00000341517.9
ENSG00000134940.14	ENST00000533904.6
ENSG00000168306.13	ENST00000302819.10
ENSG00000111647.13	ENST00000279907.12
ENSG00000196981.4	ENST00000330689.6
ENSG00000159496.15	ENST00000290691.10
ENSG00000166428.14	ENST00000392593.9
ENSG00000056972.20	ENST00000368761.11
ENSG00000140876.11	ENST00000268533.9
ENSG00000163734.4	ENST00000296026.4
ENSG00000099977.15	ENST00000398344.9
ENSG00000183246.8	ENST00000433039.2
ENSG00000138035.15	ENST00000447944.7
ENSG00000105695.15	ENST00000392213.8
ENSG00000100249.5	ENST00000216071.5
ENSG00000206069.7	ENST00000640159.2
ENSG00000174600.14	ENST00000550402.6
ENSG00000144847.13	ENST00000393775.7
ENSG00000131864.10	ENST00000254181.8
ENSG00000117472.10	ENST00000372003.6
ENSG00000101224.18	ENST00000245960.10
ENSG00000118160.14	ENST00000236877.11
ENSG00000079931.15	ENST00000367963.8
ENSG00000100034.14	ENST00000263212.10
ENSG00000149488.14	ENST00000358864.2
ENSG00000110013.13	ENST00000263593.8
ENSG00000138801.9	ENST00000265174.5
ENSG00000177732.9	ENST00000342665.5
ENSG00000153551.14	ENST00000334983.10
ENSG00000123080.12	ENST00000371761.4
ENSG00000170373.9	ENST00000304749.7
ENSG00000101441.5	ENST00000217423.4
ENSG00000171940.14	ENST00000371471.7
ENSG00000282278.1	ENST00000507166.5
ENSG00000118702.10	ENST00000373614.7
ENSG00000100678.19	ENST00000356921.7
ENSG00000120860.11	ENST00000240079.11
ENSG00000163611.11	ENST00000295872.8
ENSG00000119888.11	ENST00000263735.9
ENSG00000253719.4	ENST00000519948.4
ENSG00000174177.13	ENST00000453996.7
ENSG00000092529.25	ENST00000397163.8
ENSG00000176246.1	ENST00000315683.1
ENSG00000171606.18	ENST00000617501.5
ENSG00000176219.3	ENST00000315519.3
ENSG00000163513.19	ENST00000295754.10
ENSG00000088854.13	ENST00000252032.10
ENSG00000000005.6	ENST00000373031.5
ENSG00000111670.16	ENST00000299314.12
ENSG00000124257.7	ENST00000372518.5
ENSG00000163806.16	ENST00000334056.10
ENSG00000136319.12	ENST00000258821.8
ENSG00000175471.19	ENST00000515393.5
ENSG00000280789.2	ENST00000320330.8
ENSG00000285542.1	ENST00000649044.1
ENSG00000083838.16	ENST00000594369.6
ENSG00000170577.8	ENST00000303077.7
ENSG00000077549.19	ENST00000264202.8
ENSG00000125779.24	ENST00000610179.7
ENSG00000138083.5	ENST00000260653.5
ENSG00000112249.14	ENST00000369162.7
ENSG00000000003.15	ENST00000373020.9
ENSG00000169570.10	ENST00000510708.6
ENSG00000128513.16	ENST00000357628.8
ENSG00000099290.17	ENST00000282633.10
ENSG00000105173.14	ENST00000262643.8
ENSG00000198729.5	ENST00000361131.5
ENSG00000100038.20	ENST00000357179.10
ENSG00000124383.9	ENST00000244230.7
ENSG00000126266.3	ENST00000246553.3
ENSG00000102362.15	ENST00000263033.9
ENSG00000114487.10	ENST00000232603.10
ENSG00000162598.13	ENST00000371201.3
ENSG00000113460.13	ENST00000336767.6
ENSG00000089048.15	ENST00000617257.2
ENSG00000181019.13	ENST00000320623.10
ENSG00000183813.7	ENST00000330953.6
ENSG00000138311.18	ENST00000395254.8
ENSG00000285837.1	ENST00000647733.1
ENSG00000138778.13	ENST00000265148.9
ENSG00000147059.8	ENST00000374906.3
ENSG00000213699.9	ENST00000344420.10
ENSG00000162415.7	ENST00000359600.6
ENSG00000181915.5	ENST00000373783.3
ENSG00000000419.14	ENST00000371588.10
ENSG00000185483.12	ENST00000371079.6
ENSG00000168887.11	ENST00000306336.6
ENSG00000203805.11	ENST00000398250.6
ENSG00000144834.14	ENST00000478951.6
ENSG00000198931.11	ENST00000378364.8
ENSG00000156096.14	ENST00000305107.7
ENSG00000153914.16	ENST00000334121.11
ENSG00000084110.11	ENST00000261208.8
ENSG00000026559.14	ENST00000371571.5
ENSG00000105568.18	ENST00000322088.11
ENSG00000180592.17	ENST00000449193.7
ENSG00000169575.5	ENST00000403807.4
ENSG00000176678.6	ENST00000320241.5
ENSG00000185933.7	ENST00000329905.6
ENSG00000214285.3	ENST00000398023.3
ENSG00000168634.5	ENST00000305479.3
ENSG00000184517.12	ENST00000570010.6
ENSG00000149651.4	ENST00000279058.4
ENSG00000114446.5	ENST00000264538.4
ENSG00000162600.12	ENST00000371226.8
ENSG00000285943.1	ENST00000649772.1
ENSG00000149582.16	ENST00000313236.10
ENSG00000147256.12	ENST00000276211.10
ENSG00000141946.1	ENST00000269834.1
ENSG00000185565.12	ENST00000490035.7
ENSG00000116704.8	ENST00000235345.6
ENSG00000105879.12	ENST00000440859.8
ENSG00000152463.15	ENST00000378228.8
ENSG00000205420.11	ENST00000330722.7
ENSG00000187860.11	ENST00000338306.8
ENSG00000268235.7	ENST00000622971.2
ENSG00000172538.7	ENST00000311787.6
ENSG00000140836.17	ENST00000268489.10
ENSG00000138663.9	ENST00000264389.7
ENSG00000128285.4	ENST00000249016.4
ENSG00000109943.9	ENST00000227348.9
ENSG00000105887.11	ENST00000393085.4
ENSG00000136811.16	ENST00000372814.7
ENSG00000269405.7	ENST00000625106.4
ENSG00000100814.18	ENST00000358932.9
ENSG00000180979.10	ENST00000397130.8
ENSG00000165120.5	ENST00000297819.4
ENSG00000104313.20	ENST00000340726.8
ENSG00000188107.15	ENST00000503581.6
ENSG00000146021.15	ENST00000309755.9
ENSG00000214413.9	ENST00000448814.7
ENSG00000197077.14	ENST00000358431.8
ENSG00000284800.1	ENST00000618302.2
ENSG00000177989.14	ENST00000329363.9
ENSG00000005486.17	ENST00000006777.11
ENSG00000234965.3	ENST00000621082.2
ENSG00000251258.2	ENST00000441065.3
ENSG00000269437.7	ENST00000604395.5
ENSG00000155011.9	ENST00000285311.8
ENSG00000103005.12	ENST00000219281.8
ENSG00000212122.4	ENST00000390666.4
ENSG00000172967.8	ENST00000684488.1
ENSG00000256061.7	ENST00000321149.7
ENSG00000215029.11	ENST00000642911.1
ENSG00000164096.13	ENST00000504110.2
ENSG00000111275.13	ENST00000261733.7
ENSG00000164405.11	ENST00000378670.8
ENSG00000187791.13	ENST00000340783.11
ENSG00000164603.12	ENST00000297145.9
ENSG00000158164.7	ENST00000289373.5
ENSG00000163689.20	ENST00000482387.6
ENSG00000100221.11	ENST00000683374.1
ENSG00000147570.10	ENST00000276570.10
ENSG00000167634.12	ENST00000340844.6
ENSG00000122733.12	ENST00000242315.3
ENSG00000189182.10	ENST00000341809.8
ENSG00000169429.11	ENST00000307407.8
ENSG00000168411.14	ENST00000361070.9
ENSG00000178761.15	ENST00000357635.10
ENSG00000139354.11	ENST00000547754.6
ENSG00000236699.9	ENST00000420470.3
ENSG00000009954.11	ENST00000339594.9
ENSG00000068878.15	ENST00000404125.6
ENSG00000121552.4	ENST00000264474.4
ENSG00000102010.15	ENST00000348343.11
ENSG00000103035.11	ENST00000219313.9
ENSG00000165806.21	ENST00000369318.8
ENSG00000285602.1	ENST00000649243.1
ENSG00000124882.4	ENST00000244869.3
ENSG00000090054.15	ENST00000262554.7
ENSG00000012048.23	ENST00000357654.9
ENSG00000174808.12	ENST00000395743.8
ENSG00000151929.10	ENST00000369085.8
ENSG00000243137.8	ENST00000405312.8
ENSG00000169239.13	ENST00000318636.8
ENSG00000114520.11	ENST00000251775.9
ENSG00000115350.12	ENST00000483063.2
ENSG00000135625.8	ENST00000436467.4
ENSG00000169249.13	ENST00000307771.8
ENSG00000137824.16	ENST00000338376.8
ENSG00000107779.14	ENST00000372037.8
ENSG00000144043.12	ENST00000272438.9
ENSG00000164039.15	ENST00000296424.9
ENSG00000269190.6	ENST00000292852.9
ENSG00000103495.14	ENST00000322945.11
ENSG00000064115.11	ENST00000343028.9
ENSG00000160963.14	ENST00000313669.12
ENSG00000109971.14	ENST00000534624.6
ENSG00000151292.17	ENST00000345990.8
ENSG00000182774.13	ENST00000647841.1
ENSG00000170260.9	ENST00000335870.7
ENSG00000174607.11	ENST00000310836.11
ENSG00000182287.15	ENST00000672987.1
ENSG00000183978.8	ENST00000328434.8
ENSG00000186187.12	ENST00000335325.9
ENSG00000169188.5	ENST00000374987.4
ENSG00000104755.15	ENST00000265708.9
ENSG00000135519.8	ENST00000257981.7
ENSG00000129566.13	ENST00000262715.10
ENSG00000248144.6	ENST00000515683.6
ENSG00000188038.8	ENST00000339176.8
ENSG00000167083.7	ENST00000507680.6
ENSG00000129595.14	ENST00000261486.6
ENSG00000184860.10	ENST00000328945.7
ENSG00000064601.21	ENST00000646241.3
ENSG00000121578.13	ENST00000393765.7
ENSG00000099338.23	ENST00000409235.8
ENSG00000108055.10	ENST00000361804.5
ENSG00000069011.16	ENST00000265340.12
ENSG00000005243.10	ENST00000621465.5
ENSG00000115486.12	ENST00000233838.9
ENSG00000185271.9	ENST00000636854.3
ENSG00000140873.16	ENST00000282849.10
ENSG00000198794.12	ENST00000425597.8
ENSG00000096093.16	ENST00000371068.11
ENSG00000124160.12	ENST00000290231.11
ENSG00000158578.21	ENST00000650242.1
ENSG00000164291.17	ENST00000380009.9
ENSG00000156471.13	ENST00000517309.6
ENSG00000185532.20	ENST00000373980.11
ENSG00000138780.15	ENST00000515279.6
ENSG00000238269.9	ENST00000374971.2
ENSG00000285814.1	ENST00000648315.1
ENSG00000092094.11	ENST00000206542.9
ENSG00000143954.13	ENST00000272324.10
ENSG00000101017.14	ENST00000372285.8
ENSG00000234068.7	ENST00000374968.9
ENSG00000124875.10	ENST00000226317.10
ENSG00000001626.16	ENST00000003084.11
ENSG00000182518.13	ENST00000358460.8
ENSG00000164761.9	ENST00000297350.9
ENSG00000256045.3	ENST00000545075.3
ENSG00000115386.6	ENST00000233735.2
ENSG00000108061.12	ENST00000369452.9
ENSG00000140718.21	ENST00000471389.6
ENSG00000161791.14	ENST00000335154.10
ENSG00000114455.13	ENST00000619531.4
ENSG00000152147.11	ENST00000281950.8
ENSG00000156170.13	ENST00000396124.9
ENSG00000021488.13	ENST00000023064.9
ENSG00000263155.6	ENST00000267853.10
ENSG00000118058.23	ENST00000534358.8
ENSG00000091138.13	ENST00000340010.10
ENSG00000176842.15	ENST00000394636.9
ENSG00000106153.13	ENST00000395422.4
ENSG00000167751.13	ENST00000325321.8
ENSG00000169684.13	ENST00000299565.9
ENSG00000273003.1	ENST00000301886.3
ENSG00000106328.10	ENST00000265825.6
ENSG00000198000.12	ENST00000442668.7
ENSG00000138798.13	ENST00000265171.10
ENSG00000112282.18	ENST00000368068.8
ENSG00000043039.7	ENST00000281437.6
ENSG00000147689.16	ENST00000276699.10
ENSG00000174599.5	ENST00000310754.5
ENSG00000258873.3	ENST00000554048.3
ENSG00000140307.11	ENST00000396060.7
ENSG00000157193.18	ENST00000306052.12
ENSG00000143933.19	ENST00000272298.12
ENSG00000166250.12	ENST00000448775.4
ENSG00000112335.15	ENST00000230085.13
ENSG00000101076.18	ENST00000316099.9
ENSG00000146842.17	ENST00000397622.7
ENSG00000163870.16	ENST00000355552.8
ENSG00000113522.14	ENST00000378823.8
ENSG00000174498.14	ENST00000327987.9
ENSG00000141084.11	ENST00000317506.8
ENSG00000152672.8	ENST00000272367.7
ENSG00000100823.12	ENST00000216714.8
ENSG00000183662.11	ENST00000478136.6
ENSG00000095585.17	ENST00000224337.10
ENSG00000081051.8	ENST00000395792.7
ENSG00000105499.14	ENST00000599921.6
ENSG00000214102.7	ENST00000397541.6
ENSG00000186265.10	ENST00000334529.10
ENSG00000188312.14	ENST00000375587.8
ENSG00000179588.9	ENST00000319555.8
ENSG00000110066.15	ENST00000304363.9
ENSG00000116205.14	ENST00000234827.6
ENSG00000103187.8	ENST00000262428.5
ENSG00000198841.4	ENST00000371614.2
ENSG00000196214.11	ENST00000439461.6
ENSG00000198805.12	ENST00000361505.10
ENSG00000114904.13	ENST00000233027.10
ENSG00000146350.14	ENST00000398212.7
ENSG00000182545.6	ENST00000430083.1
ENSG00000008294.21	ENST00000262013.12
ENSG00000106809.11	ENST00000375561.10
ENSG00000146383.7	ENST00000275198.1
ENSG00000102996.5	ENST00000219271.4
ENSG00000048392.12	ENST00000251810.8
ENSG00000198225.5	ENST00000370659.1
ENSG00000115239.24	ENST00000263634.8
ENSG00000116212.15	ENST00000371370.8
ENSG00000198523.6	ENST00000357525.6
ENSG00000140395.9	ENST00000267973.7
ENSG00000083844.10	ENST00000263095.10
ENSG00000106819.13	ENST00000375544.7
ENSG00000035403.18	ENST00000211998.10
ENSG00000188655.10	ENST00000555230.5
ENSG00000166426.8	ENST00000299529.7
ENSG00000135549.15	ENST00000368452.7
ENSG00000259060.7	ENST00000555283.1
ENSG00000173464.14	ENST00000553849.1
ENSG00000167749.11	ENST00000324041.5
ENSG00000205002.4	ENST00000378279.4
ENSG00000180353.11	ENST00000314583.8
ENSG00000149557.14	ENST00000278919.8
ENSG00000106823.12	ENST00000344604.9
ENSG00000103121.9	ENST00000219400.8
ENSG00000111885.7	ENST00000368468.4
ENSG00000258436.1	ENST00000556526.1
ENSG00000181803.3	ENST00000320704.3
ENSG00000188517.16	ENST00000399132.6
ENSG00000116729.14	ENST00000262348.9
ENSG00000258818.4	ENST00000555835.3
ENSG00000259171.1	ENST00000553909.1
ENSG00000127080.10	ENST00000287996.8
ENSG00000171403.10	ENST00000246662.9
ENSG00000181562.5	ENST00000326842.3
ENSG00000181552.4	ENST00000326783.4
ENSG00000111961.18	ENST00000367467.8
ENSG00000107882.12	ENST00000369902.8
ENSG00000169413.3	ENST00000304677.3
ENSG00000091664.9	ENST00000263160.4
ENSG00000129538.14	ENST00000397967.5
ENSG00000183668.18	ENST00000270077.8
ENSG00000145388.15	ENST00000388822.10
ENSG00000102978.13	ENST00000219252.10
ENSG00000101347.11	ENST00000646673.2
ENSG00000014919.13	ENST00000016171.6
ENSG00000169385.3	ENST00000304625.3
ENSG00000130226.17	ENST00000377770.8
ENSG00000163219.12	ENST00000409202.8
ENSG00000221826.10	ENST00000327495.10
ENSG00000172139.15	ENST00000305815.10
